row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
48,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Bachelor's degree,NA,2014
48,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Other race or race not reported,NA,Advanced degree,NA,2014
49,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Total number,132,2014
49,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,NA,NA,2014
49,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,Parental education attainment (%),All,100,2014
49,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,High school or less,19.7,2014
49,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Some collegea,6.8,2014
49,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Bachelor's degree,23.5,2014
49,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Father's education,NA,Advanced degree,50,2014
50,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Total number,131,2014
50,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2014
50,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,Parental education attainment (%),All,100,2014
50,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,High school or less,27.5,2014
50,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Some collegea,11.5,2014
50,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Bachelor's degree,20.6,2014
50,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Advanced degree,40.5,2014
51,1,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2014
51,2,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Total number,NA,2014
51,3,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,NA,NA,2014
51,4,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,Parental education attainment (%),All,NA,2014
51,5,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,High school or less,NA,2014
51,6,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Some collegea,NA,2014
51,7,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Bachelor's degree,NA,2014
51,8,All doctorate recipients,"Ethnicity and race (U.S. citizens and
  permanent residents)",Ethnicity not reported,Mother's education,NA,Advanced degree,NA,2014
52,2,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Total number,NA,2014
52,3,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,NA,NA,2014
52,4,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,Parental education attainment (%),All,NA,2014
52,5,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,High school or less,NA,2014
52,6,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Some collegea,NA,2014
52,7,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Bachelor's degree,NA,2014
52,8,All doctorate recipients,Field of study,Ethnicity not reported,Mother's education,NA,Advanced degree,NA,2014
53,2,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Total number,NA,2014
53,3,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,NA,NA,2014
53,4,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Parental education attainment (%),All,NA,2014
53,5,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,High school or less,NA,2014
53,6,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Some collegea,NA,2014
53,7,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Bachelor's degree,NA,2014
53,8,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Advanced degree,NA,2014
54,2,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Total number,10969,2014
54,3,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,NA,NA,2014
54,4,All doctorate recipients,Field of study,Life sciencesd,Father's education,Parental education attainment (%),All,100,2014
54,5,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,High school or less,23.3,2014
54,6,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Some collegea,13.2,2014
54,7,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Bachelor's degree,27.1,2014
54,8,All doctorate recipients,Field of study,Life sciencesd,Father's education,NA,Advanced degree,36.3,2014
55,2,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Total number,11005,2014
55,3,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,NA,NA,2014
55,4,All doctorate recipients,Field of study,Life sciencesd,Mother's education,Parental education attainment (%),All,100,2014
55,5,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,High school or less,28.5,2014
55,6,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Some collegea,16.2,2014
55,7,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Bachelor's degree,28.6,2014
55,8,All doctorate recipients,Field of study,Life sciencesd,Mother's education,NA,Advanced degree,26.7,2014
56,2,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Total number,NA,2014
56,3,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,NA,NA,2014
56,4,All doctorate recipients,Field of study,Physical sciencese,Mother's education,Parental education attainment (%),All,NA,2014
56,5,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,High school or less,NA,2014
56,6,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Some collegea,NA,2014
56,7,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Bachelor's degree,NA,2014
56,8,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Advanced degree,NA,2014
57,2,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,Total number,8551,2014
57,3,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,NA,NA,2014
57,4,All doctorate recipients,Field of study,Physical sciencese,Father's education,Parental education attainment (%),All,100,2014
57,5,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,High school or less,24.7,2014
57,6,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,Some collegea,12.4,2014
57,7,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,Bachelor's degree,28.3,2014
57,8,All doctorate recipients,Field of study,Physical sciencese,Father's education,NA,Advanced degree,34.5,2014
58,2,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Total number,8558,2014
58,3,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,NA,NA,2014
58,4,All doctorate recipients,Field of study,Physical sciencese,Mother's education,Parental education attainment (%),All,100,2014
58,5,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,High school or less,31.5,2014
58,6,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Some collegea,14.9,2014
58,7,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Bachelor's degree,29.2,2014
58,8,All doctorate recipients,Field of study,Physical sciencese,Mother's education,NA,Advanced degree,24.4,2014
59,2,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Total number,NA,2014
59,3,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,NA,NA,2014
59,4,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Parental education attainment (%),All,NA,2014
59,5,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,High school or less,NA,2014
59,6,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Some collegea,NA,2014
59,7,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Bachelor's degree,NA,2014
59,8,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Advanced degree,NA,2014
60,2,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Total number,7227,2014
60,3,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,NA,NA,2014
60,4,All doctorate recipients,Field of study,Social sciencesf,Father's education,Parental education attainment (%),All,100,2014
60,5,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,High school or less,22.6,2014
60,6,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Some collegea,13.7,2014
60,7,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Bachelor's degree,25,2014
60,8,All doctorate recipients,Field of study,Social sciencesf,Father's education,NA,Advanced degree,38.7,2014
61,2,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Total number,7280,2014
61,3,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,NA,NA,2014
61,4,All doctorate recipients,Field of study,Social sciencesf,Mother's education,Parental education attainment (%),All,100,2014
61,5,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,High school or less,27,2014
61,6,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Some collegea,17.1,2014
61,7,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Bachelor's degree,26.6,2014
61,8,All doctorate recipients,Field of study,Social sciencesf,Mother's education,NA,Advanced degree,29.3,2014
62,2,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Total number,NA,2014
62,3,All doctorate recipients,Field of study,Engineering,Mother's education,NA,NA,NA,2014
62,4,All doctorate recipients,Field of study,Engineering,Mother's education,Parental education attainment (%),All,NA,2014
62,5,All doctorate recipients,Field of study,Engineering,Mother's education,NA,High school or less,NA,2014
62,6,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Some collegea,NA,2014
62,7,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Bachelor's degree,NA,2014
62,8,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Advanced degree,NA,2014
63,2,All doctorate recipients,Field of study,Engineering,Father's education,NA,Total number,8326,2014
63,3,All doctorate recipients,Field of study,Engineering,Father's education,NA,NA,NA,2014
63,4,All doctorate recipients,Field of study,Engineering,Father's education,Parental education attainment (%),All,100,2014
63,5,All doctorate recipients,Field of study,Engineering,Father's education,NA,High school or less,24.6,2014
63,6,All doctorate recipients,Field of study,Engineering,Father's education,NA,Some collegea,11.3,2014
63,7,All doctorate recipients,Field of study,Engineering,Father's education,NA,Bachelor's degree,31.6,2014
63,8,All doctorate recipients,Field of study,Engineering,Father's education,NA,Advanced degree,32.6,2014
64,2,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Total number,8334,2014
64,3,All doctorate recipients,Field of study,Engineering,Mother's education,NA,NA,NA,2014
64,4,All doctorate recipients,Field of study,Engineering,Mother's education,Parental education attainment (%),All,100,2014
64,5,All doctorate recipients,Field of study,Engineering,Mother's education,NA,High school or less,33.8,2014
64,6,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Some collegea,14.1,2014
64,7,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Bachelor's degree,31,2014
64,8,All doctorate recipients,Field of study,Engineering,Mother's education,NA,Advanced degree,21.1,2014
65,2,All doctorate recipients,Field of study,Education,Mother's education,NA,Total number,NA,2014
65,3,All doctorate recipients,Field of study,Education,Mother's education,NA,NA,NA,2014
65,4,All doctorate recipients,Field of study,Education,Mother's education,Parental education attainment (%),All,NA,2014
65,5,All doctorate recipients,Field of study,Education,Mother's education,NA,High school or less,NA,2014
65,6,All doctorate recipients,Field of study,Education,Mother's education,NA,Some collegea,NA,2014
65,7,All doctorate recipients,Field of study,Education,Mother's education,NA,Bachelor's degree,NA,2014
65,8,All doctorate recipients,Field of study,Education,Mother's education,NA,Advanced degree,NA,2014
66,2,All doctorate recipients,Field of study,Education,Father's education,NA,Total number,4058,2014
66,3,All doctorate recipients,Field of study,Education,Father's education,NA,NA,NA,2014
66,4,All doctorate recipients,Field of study,Education,Father's education,Parental education attainment (%),All,100,2014
66,5,All doctorate recipients,Field of study,Education,Father's education,NA,High school or less,32.4,2014
66,6,All doctorate recipients,Field of study,Education,Father's education,NA,Some collegea,17.1,2014
66,7,All doctorate recipients,Field of study,Education,Father's education,NA,Bachelor's degree,22.1,2014
66,8,All doctorate recipients,Field of study,Education,Father's education,NA,Advanced degree,28.3,2014
67,2,All doctorate recipients,Field of study,Education,Mother's education,NA,Total number,4089,2014
67,3,All doctorate recipients,Field of study,Education,Mother's education,NA,NA,NA,2014
67,4,All doctorate recipients,Field of study,Education,Mother's education,Parental education attainment (%),All,100,2014
67,5,All doctorate recipients,Field of study,Education,Mother's education,NA,High school or less,37.1,2014
67,6,All doctorate recipients,Field of study,Education,Mother's education,NA,Some collegea,19.8,2014
67,7,All doctorate recipients,Field of study,Education,Mother's education,NA,Bachelor's degree,21.9,2014
67,8,All doctorate recipients,Field of study,Education,Mother's education,NA,Advanced degree,21.1,2014
68,2,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Total number,NA,2014
68,3,All doctorate recipients,Field of study,Humanities,Mother's education,NA,NA,NA,2014
68,4,All doctorate recipients,Field of study,Humanities,Mother's education,Parental education attainment (%),All,NA,2014
68,5,All doctorate recipients,Field of study,Humanities,Mother's education,NA,High school or less,NA,2014
68,6,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Some collegea,NA,2014
68,7,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Bachelor's degree,NA,2014
68,8,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Advanced degree,NA,2014
69,2,All doctorate recipients,Field of study,Humanities,Father's education,NA,Total number,4792,2014
69,3,All doctorate recipients,Field of study,Humanities,Father's education,NA,NA,NA,2014
69,4,All doctorate recipients,Field of study,Humanities,Father's education,Parental education attainment (%),All,100,2014
69,5,All doctorate recipients,Field of study,Humanities,Father's education,NA,High school or less,20.3,2014
69,6,All doctorate recipients,Field of study,Humanities,Father's education,NA,Some collegea,12.3,2014
69,7,All doctorate recipients,Field of study,Humanities,Father's education,NA,Bachelor's degree,24.2,2014
69,8,All doctorate recipients,Field of study,Humanities,Father's education,NA,Advanced degree,43.1,2014
70,2,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Total number,4800,2014
70,3,All doctorate recipients,Field of study,Humanities,Mother's education,NA,NA,NA,2014
70,4,All doctorate recipients,Field of study,Humanities,Mother's education,Parental education attainment (%),All,100,2014
70,5,All doctorate recipients,Field of study,Humanities,Mother's education,NA,High school or less,24.2,2014
70,6,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Some collegea,15.1,2014
70,7,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Bachelor's degree,28.2,2014
70,8,All doctorate recipients,Field of study,Humanities,Mother's education,NA,Advanced degree,32.5,2014
71,2,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
71,3,All doctorate recipients,Field of study,Otherg,Mother's education,NA,NA,NA,2014
71,4,All doctorate recipients,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
71,5,All doctorate recipients,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
71,6,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
71,7,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
71,8,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
72,2,All doctorate recipients,Field of study,Otherg,Father's education,NA,Total number,2572,2014
72,3,All doctorate recipients,Field of study,Otherg,Father's education,NA,NA,NA,2014
72,4,All doctorate recipients,Field of study,Otherg,Father's education,Parental education attainment (%),All,100,2014
72,5,All doctorate recipients,Field of study,Otherg,Father's education,NA,High school or less,26,2014
72,6,All doctorate recipients,Field of study,Otherg,Father's education,NA,Some collegea,12.6,2014
72,7,All doctorate recipients,Field of study,Otherg,Father's education,NA,Bachelor's degree,27.4,2014
72,8,All doctorate recipients,Field of study,Otherg,Father's education,NA,Advanced degree,34.1,2014
73,2,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Total number,2584,2014
73,3,All doctorate recipients,Field of study,Otherg,Mother's education,NA,NA,NA,2014
73,4,All doctorate recipients,Field of study,Otherg,Mother's education,Parental education attainment (%),All,100,2014
73,5,All doctorate recipients,Field of study,Otherg,Mother's education,NA,High school or less,33.3,2014
73,6,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Some collegea,16,2014
73,7,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Bachelor's degree,27.5,2014
73,8,All doctorate recipients,Field of study,Otherg,Mother's education,NA,Advanced degree,23.2,2014
74,2,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
74,3,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
74,4,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
74,5,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
74,6,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
74,7,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
74,8,a Includes those who attended college but did not earn a bachelor's.,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
75,2,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
75,3,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,NA,NA,2014
75,4,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
75,5,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
75,6,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
75,7,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
75,8,"b Total count excludes 7,053 who did not report father's education and 522 (1.0%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
76,2,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
76,3,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,NA,NA,2014
76,4,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
76,5,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
76,6,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
76,7,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
76,8,"c Total count excludes 7,033 who did not report mother's education and 387 (0.7%) who reported ""not applicable/unknown.""",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
77,2,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
77,3,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,NA,NA,2014
77,4,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
77,5,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
77,6,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
77,7,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
77,8,"d Includes agricultural sciences and natural resources; biological, biomedical sciences; and health sciences.",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
78,2,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
78,3,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
78,4,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
78,5,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
78,6,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
78,7,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
78,8,e Includes mathematics and computer and information sciences.,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
79,2,f Includes psychology.,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
79,3,f Includes psychology.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
79,4,f Includes psychology.,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
79,5,f Includes psychology.,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
79,6,f Includes psychology.,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
79,7,f Includes psychology.,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
79,8,f Includes psychology.,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
80,2,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
80,3,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
80,4,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
80,5,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
80,6,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
80,7,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
80,8,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
81,1,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
81,2,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Total number,NA,2014
81,3,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,NA,NA,2014
81,4,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
81,5,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
81,6,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
81,7,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
81,8,g Non-science and engineering fields not shown separately.,Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
82,2,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
82,3,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,NA,NA,2014
82,4,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
82,5,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
82,6,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
82,7,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
82,8,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
83,1,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,NA,NA,2014
83,2,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
83,3,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,NA,NA,2014
83,4,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
83,5,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
83,6,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
83,7,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
83,8,"NOTE: Due to rounding, percentages may not sum to 100.",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
84,2,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,Total number,NA,2014
84,3,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,NA,NA,2014
84,4,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,Parental education attainment (%),All,NA,2014
84,5,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,High school or less,NA,2014
84,6,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,Some collegea,NA,2014
84,7,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,Bachelor's degree,NA,2014
84,8,"SOURCE: NSF, NIH, USED, USDA, NEH, NASA, Survey of Earned Doctorates, 2014.",Field of study,Otherg,Mother's education,NA,Advanced degree,NA,2014
10,2,All doctorate recipients,Sex,Male,NA,NA,Total number,NA,2014
10,3,All doctorate recipients,Sex,Male,NA,NA,NA,NA,2014
10,4,All doctorate recipients,Sex,Male,NA,Parental education attainment (%),All,NA,2014
10,5,All doctorate recipients,Sex,Male,NA,NA,High school or less,NA,2014
10,6,All doctorate recipients,Sex,Male,NA,NA,Some collegea,NA,2014
10,7,All doctorate recipients,Sex,Male,NA,NA,Bachelor's degree,NA,2014
10,8,All doctorate recipients,Sex,Male,NA,NA,Advanced degree,NA,2014
